Date ; Valeur_Moyenne ; n ; Min ; Max ; Sn ; Mn
2008-09-25 ;12.834176 ;831 ;9.000000 ;17.100000 ;2.650466 ;12.700000
2008-09-26 ;8.665427 ;1721 ;7.000000 ;14.600000 ;1.161756 ;8.500000
2008-09-27 ;10.123256 ;2881 ;5.500000 ;15.900000 ;3.130438 ;9.500000
2008-09-28 ;11.485134 ;2879 ;7.800000 ;16.200000 ;2.760284 ;10.900000
2008-09-29 ;11.826372 ;2825 ;6.900000 ;17.700000 ;3.327620 ;11.700000
2008-09-30 ;12.203340 ;1886 ;6.900000 ;17.100000 ;3.289440 ;11.100000
2008-10-01 ;13.858828 ;1195 ;10.000000 ;17.600000 ;1.953303 ;13.600000
2008-10-02 ;12.295401 ;2870 ;7.500000 ;17.800000 ;3.101721 ;11.600000
2008-10-03 ;8.615168 ;2881 ;4.600000 ;12.200000 ;2.166342 ;8.400000
2008-10-04 ;8.325356 ;2879 ;4.600000 ;14.700000 ;3.232036 ;6.900000
2008-10-05 ;9.485660 ;2880 ;3.400000 ;15.700000 ;3.761654 ;9.900000
2008-10-06 ;12.590669 ;2497 ;8.100000 ;19.700000 ;2.943251 ;12.100000
2008-10-07 ;12.470000 ;2880 ;7.900000 ;17.700000 ;2.660107 ;11.600000
2008-10-08 ;9.679729 ;2802 ;8.600000 ;10.400000 ;0.351396 ;9.800000
2008-10-09 ;12.669132 ;2880 ;8.900000 ;18.300000 ;2.849413 ;12.300000
2008-10-10 ;14.311036 ;2374 ;8.800000 ;20.900000 ;3.641642 ;14.600000
2008-10-11 ;15.421639 ;2879 ;11.100000 ;20.000000 ;2.571160 ;14.600000
2008-10-12 ;15.559951 ;2879 ;10.900000 ;20.000000 ;2.329954 ;15.800000
2008-10-13 ;15.856350 ;2882 ;13.000000 ;18.800000 ;1.424356 ;15.800000
2008-10-14 ;15.464293 ;2879 ;11.700000 ;20.900000 ;2.636691 ;14.700000
2008-10-15 ;14.786111 ;2880 ;10.800000 ;20.400000 ;2.690396 ;14.000000
2008-10-16 ;14.247917 ;2880 ;11.200000 ;20.600000 ;2.589844 ;13.200000
2008-10-17 ;11.962917 ;2880 ;8.400000 ;16.800000 ;2.359755 ;11.400000
2008-10-18 ;12.232882 ;2880 ;9.100000 ;17.400000 ;2.252822 ;11.200000
2008-10-19 ;11.360174 ;2880 ;9.300000 ;13.500000 ;1.396762 ;11.000000
2008-10-20 ;11.863662 ;2163 ;10.000000 ;16.500000 ;1.690487 ;11.300000
2008-10-21 ;12.728924 ;2880 ;10.800000 ;16.600000 ;1.767614 ;11.800000
2008-10-22 ;10.865069 ;2880 ;6.900000 ;13.900000 ;1.653803 ;11.400000
2008-10-23 ;10.022639 ;2880 ;3.600000 ;16.800000 ;4.084687 ;11.100000
2008-10-24 ;10.779757 ;2880 ;8.400000 ;12.800000 ;0.942008 ;10.800000
2008-10-25 ;12.515486 ;2880 ;8.200000 ;18.300000 ;2.984877 ;12.500000
2008-10-26 ;13.373776 ;2879 ;8.400000 ;19.400000 ;3.173245 ;13.300000
2008-10-27 ;11.227604 ;2880 ;8.600000 ;15.900000 ;2.272688 ;10.200000
2008-10-28 ;8.396458 ;2880 ;2.900000 ;11.500000 ;1.613225 ;8.300000
2008-10-29 ;2.695799 ;2880 ;-1.600000 ;5.800000 ;1.903732 ;2.900000
2008-10-30 ;1.211111 ;2880 ;-2.300000 ;3.700000 ;1.747145 ;2.400000
2008-10-31 ;6.452118 ;2880 ;2.600000 ;8.200000 ;1.432990 ;7.100000
2008-11-01 ;9.586250 ;2880 ;7.000000 ;11.700000 ;1.486550 ;10.400000
2008-11-02 ;11.436562 ;2880 ;5.700000 ;17.000000 ;3.504943 ;11.500000
2008-11-03 ;6.722369 ;2879 ;4.800000 ;8.300000 ;0.589393 ;6.800000
2008-11-04 ;9.100074 ;2710 ;5.600000 ;14.500000 ;2.302376 ;8.700000
2008-11-05 ;6.276736 ;2880 ;4.400000 ;7.900000 ;0.919575 ;6.400000
2008-11-06 ;5.644316 ;2859 ;4.000000 ;8.200000 ;1.166136 ;5.500000
2008-11-07 ;6.191944 ;2880 ;3.400000 ;11.100000 ;2.365019 ;5.700000
2008-11-08 ;6.963507 ;2880 ;2.400000 ;12.300000 ;2.784465 ;6.900000
2008-11-09 ;8.156285 ;2880 ;4.300000 ;13.200000 ;2.396374 ;7.600000
2008-11-10 ;7.674583 ;2880 ;4.500000 ;11.300000 ;1.888507 ;7.100000
2008-11-11 ;7.740382 ;2880 ;5.600000 ;10.700000 ;1.469804 ;7.000000
2008-11-12 ;4.760382 ;2880 ;1.600000 ;6.700000 ;1.118551 ;5.200000
2008-11-13 ;6.213472 ;2880 ;2.800000 ;10.400000 ;2.089911 ;6.500000
2008-11-14 ;7.387396 ;2880 ;3.100000 ;12.200000 ;2.537800 ;7.000000
2008-11-15 ;8.072118 ;2880 ;2.900000 ;13.700000 ;3.171498 ;7.800000
2008-11-16 ;7.540285 ;2882 ;2.300000 ;14.300000 ;3.562553 ;6.900000
2008-11-17 ;7.678611 ;2880 ;3.000000 ;14.500000 ;3.391494 ;6.800000
2008-11-18 ;5.174653 ;2880 ;2.400000 ;8.700000 ;1.244896 ;5.100000
2008-11-19 ;5.569757 ;2880 ;1.600000 ;10.500000 ;2.615671 ;5.300000
2008-11-20 ;5.085035 ;2880 ;0.900000 ;10.000000 ;2.447107 ;4.900000
2008-11-21 ;8.738819 ;2880 ;3.700000 ;11.800000 ;2.043688 ;8.800000
2008-11-22 ;4.138160 ;2880 ;1.400000 ;7.300000 ;1.465840 ;4.200000
2008-11-23 ;0.994165 ;2879 ;-3.000000 ;4.600000 ;1.996273 ;1.300000
2008-11-24 ;-0.304479 ;2880 ;-7.000000 ;6.400000 ;3.242091 ;0.200000
2008-11-25 ;1.502500 ;2880 ;-2.700000 ;6.900000 ;2.286745 ;0.700000
2008-11-26 ;1.723542 ;2880 ;-2.700000 ;6.900000 ;2.582305 ;1.500000
2008-11-27 ;2.521215 ;2880 ;-2.700000 ;7.000000 ;2.949917 ;3.300000
2008-11-28 ;2.153854 ;2880 ;-1.100000 ;4.300000 ;1.406097 ;2.700000
2008-11-29 ;2.391944 ;2880 ;-0.400000 ;4.000000 ;1.398153 ;3.100000
2008-11-30 ;3.462305 ;2881 ;0.700000 ;7.700000 ;1.853024 ;3.100000
2008-12-01 ;1.797708 ;2880 ;0.200000 ;5.500000 ;1.459184 ;1.100000
2008-12-02 ;1.216736 ;2880 ;-1.500000 ;6.000000 ;1.995557 ;0.400000
2008-12-03 ;-0.271354 ;2880 ;-2.900000 ;1.800000 ;1.124439 ;-0.300000
2008-12-04 ;0.893264 ;2880 ;-2.600000 ;3.500000 ;1.688421 ;0.900000
2008-12-05 ;4.683160 ;2880 ;2.000000 ;8.000000 ;1.498304 ;4.400000
2008-12-06 ;3.389201 ;2880 ;0.800000 ;7.300000 ;1.716761 ;3.000000
2008-12-07 ;3.093576 ;2880 ;-0.200000 ;8.200000 ;2.455356 ;2.000000
2008-12-08 ;3.587114 ;2879 ;-1.600000 ;8.200000 ;2.864569 ;4.100000
2008-12-09 ;3.864063 ;2880 ;-0.700000 ;6.600000 ;1.923929 ;4.100000
2008-12-10 ;-0.466308 ;2882 ;-1.200000 ;0.600000 ;0.391964 ;-0.500000
2008-12-11 ;-1.358021 ;2880 ;-3.500000 ;-0.600000 ;0.414986 ;-1.300000
2008-12-12 ;-0.723446 ;2879 ;-3.600000 ;3.600000 ;1.934866 ;-1.200000
2008-12-13 ;1.026711 ;2879 ;-3.100000 ;3.600000 ;1.918224 ;2.000000
2008-12-14 ;1.805102 ;2881 ;-0.900000 ;4.200000 ;1.237224 ;2.000000
2008-12-15 ;1.255035 ;2880 ;-1.000000 ;5.400000 ;1.722467 ;0.700000
2008-12-16 ;2.248021 ;2880 ;-0.100000 ;6.300000 ;1.698290 ;1.700000
2008-12-17 ;1.183056 ;2880 ;-0.800000 ;2.900000 ;0.739311 ;1.200000
2008-12-18 ;2.545000 ;2880 ;-2.300000 ;7.900000 ;2.416228 ;2.400000
2008-12-19 ;6.449687 ;2880 ;0.600000 ;11.200000 ;3.307470 ;6.800000
2008-12-20 ;6.885486 ;2880 ;2.900000 ;12.600000 ;2.143755 ;7.000000
2008-12-21 ;9.313785 ;2880 ;4.400000 ;16.200000 ;2.766646 ;8.400000
2008-12-22 ;6.786537 ;2882 ;2.700000 ;13.500000 ;2.433912 ;6.300000
2008-12-23 ;7.967558 ;2879 ;2.400000 ;14.100000 ;3.532962 ;7.800000
2008-12-24 ;6.954306 ;2880 ;1.300000 ;12.700000 ;3.105586 ;6.400000
2008-12-25 ;-0.396910 ;2880 ;-3.200000 ;4.000000 ;1.793253 ;-0.500000
2008-12-26 ;1.449514 ;2880 ;-2.200000 ;4.300000 ;1.695138 ;1.900000
2008-12-27 ;1.719618 ;2880 ;-0.700000 ;4.900000 ;1.500285 ;2.000000
2008-12-28 ;-0.704306 ;2880 ;-3.200000 ;3.100000 ;1.471720 ;-0.700000
2008-12-29 ;1.048958 ;2880 ;-4.100000 ;5.100000 ;2.575729 ;2.000000
2008-12-30 ;3.210038 ;2879 ;1.200000 ;4.700000 ;0.725116 ;3.100000
2008-12-31 ;2.951389 ;2880 ;2.100000 ;3.700000 ;0.333560 ;2.900000
2009-01-01 ;3.144861 ;2880 ;0.900000 ;4.800000 ;0.855189 ;3.200000
2009-01-02 ;2.327465 ;2880 ;-1.400000 ;7.300000 ;2.076109 ;1.700000
2009-01-03 ;1.261832 ;2882 ;-2.200000 ;6.700000 ;2.611433 ;0.900000
2009-01-04 ;0.511319 ;2880 ;-5.400000 ;5.200000 ;3.123270 ;0.100000
2009-01-05 ;-0.522049 ;2880 ;-3.500000 ;2.300000 ;1.507045 ;-0.700000
2009-01-06 ;-1.165069 ;2880 ;-4.000000 ;1.600000 ;1.448237 ;-1.600000
2009-01-07 ;-3.224375 ;2880 ;-4.400000 ;-2.300000 ;0.494494 ;-3.300000
2009-01-08 ;-0.981730 ;2879 ;-4.800000 ;2.100000 ;2.273064 ;-0.300000
2009-01-09 ;2.843958 ;2880 ;-0.700000 ;6.000000 ;1.797977 ;3.400000
2009-01-10 ;3.654201 ;2880 ;0.600000 ;7.600000 ;1.922398 ;4.200000
2009-01-11 ;5.025938 ;2880 ;0.400000 ;9.400000 ;2.703782 ;4.800000
2009-01-12 ;5.101354 ;2880 ;0.400000 ;9.700000 ;2.696476 ;5.700000
2009-01-13 ;4.448368 ;2880 ;0.600000 ;9.700000 ;2.457176 ;3.800000
2009-01-14 ;3.507153 ;2880 ;-0.500000 ;9.700000 ;2.734340 ;3.000000
2009-01-15 ;3.328601 ;2881 ;-1.300000 ;8.100000 ;2.666238 ;3.300000
2009-01-16 ;3.838819 ;2880 ;-0.700000 ;8.700000 ;2.568840 ;3.800000
2009-01-17 ;3.714340 ;2880 ;0.500000 ;7.100000 ;1.602082 ;3.600000
2009-01-18 ;1.975278 ;2880 ;0.100000 ;3.300000 ;0.722101 ;2.000000
2009-01-19 ;3.195903 ;2880 ;0.600000 ;5.600000 ;1.382911 ;3.000000
2009-01-20 ;1.682500 ;2880 ;-0.600000 ;4.200000 ;1.280513 ;1.600000
2009-01-21 ;2.342361 ;2880 ;-1.100000 ;7.000000 ;2.378234 ;1.500000
2009-01-22 ;1.940521 ;2880 ;-2.000000 ;4.900000 ;2.158313 ;3.200000
2009-01-23 ;1.148560 ;2881 ;-1.000000 ;3.900000 ;1.510968 ;0.900000
2009-01-24 ;1.897465 ;2880 ;0.600000 ;5.500000 ;0.989952 ;1.600000
2009-01-25 ;3.604132 ;2880 ;0.800000 ;7.500000 ;1.922085 ;2.700000
2009-01-26 ;3.084995 ;2879 ;1.700000 ;4.700000 ;0.811307 ;3.000000
2009-01-27 ;3.852049 ;2880 ;0.600000 ;8.100000 ;1.872226 ;3.300000
2009-01-28 ;1.979271 ;2880 ;-1.000000 ;7.700000 ;2.551683 ;1.000000
2009-01-29 ;3.023785 ;2880 ;-2.600000 ;8.900000 ;3.563842 ;3.100000
2009-01-30 ;4.191146 ;2880 ;0.500000 ;8.900000 ;2.624314 ;3.300000
2009-01-31 ;3.074132 ;2880 ;-0.900000 ;7.600000 ;2.177231 ;3.700000
2009-02-01 ;3.090455 ;2881 ;0.500000 ;5.000000 ;1.156814 ;3.300000
2009-02-02 ;4.167951 ;2880 ;2.700000 ;6.100000 ;1.013679 ;3.900000
2009-02-03 ;3.973403 ;2880 ;2.500000 ;5.800000 ;0.950837 ;4.000000
2009-02-04 ;1.992361 ;2880 ;-0.500000 ;3.300000 ;1.049992 ;2.500000
2009-02-05 ;4.290590 ;2880 ;2.200000 ;7.100000 ;1.658829 ;3.900000
2009-02-06 ;2.072456 ;2879 ;-0.900000 ;4.300000 ;1.201884 ;2.500000
2009-02-07 ;-0.618264 ;2880 ;-2.600000 ;2.000000 ;0.913544 ;-0.700000
2009-02-08 ;1.499340 ;2880 ;-1.200000 ;5.400000 ;1.836993 ;1.000000
2009-02-09 ;4.476301 ;2882 ;-0.400000 ;10.600000 ;2.892707 ;4.000000
2009-02-10 ;5.381806 ;2880 ;2.100000 ;9.300000 ;2.128925 ;4.800000
2009-02-11 ;2.527266 ;2879 ;0.200000 ;5.100000 ;1.334431 ;2.300000
2009-02-12 ;1.063819 ;2880 ;-1.200000 ;4.900000 ;1.774670 ;0.100000
2009-02-13 ;0.930833 ;2880 ;-2.000000 ;5.800000 ;2.393136 ;-0.300000
2009-02-14 ;-0.005453 ;2879 ;-4.600000 ;5.200000 ;2.514845 ;-1.000000
2009-02-15 ;0.147432 ;2882 ;-4.900000 ;5.600000 ;3.075805 ;0.200000
2009-02-16 ;1.632639 ;2880 ;-2.800000 ;6.400000 ;2.543308 ;1.700000
2009-02-17 ;3.636354 ;2880 ;-2.600000 ;9.700000 ;4.055650 ;4.700000
2009-02-18 ;6.874201 ;2880 ;-0.300000 ;12.500000 ;3.783336 ;7.900000
2009-02-19 ;1.957589 ;2879 ;-1.900000 ;6.900000 ;2.526102 ;1.000000
2009-02-20 ;2.661424 ;2880 ;-3.300000 ;9.300000 ;3.696109 ;3.400000
2009-02-21 ;4.648160 ;2880 ;0.800000 ;10.000000 ;2.773538 ;3.700000
2009-02-22 ;4.730208 ;2880 ;-0.100000 ;10.200000 ;3.111591 ;4.700000
2009-02-23 ;6.160132 ;2882 ;2.000000 ;12.100000 ;3.152100 ;4.800000
2009-02-24 ;5.300590 ;2879 ;1.100000 ;11.300000 ;3.092344 ;4.400000
2009-02-25 ;4.682112 ;2879 ;0.000000 ;10.000000 ;2.799334 ;4.000000
2009-02-26 ;7.083403 ;2880 ;0.900000 ;13.600000 ;4.330531 ;8.900000
2009-02-27 ;10.034410 ;2880 ;4.500000 ;15.100000 ;2.833773 ;9.400000
2009-02-28 ;5.962353 ;2882 ;1.200000 ;12.700000 ;3.290022 ;4.500000
2009-03-01 ;3.914315 ;2878 ;2.800000 ;7.200000 ;1.142482 ;3.400000
2009-03-02 ;4.668194 ;2880 ;2.800000 ;9.000000 ;1.679590 ;4.100000
2009-03-03 ;4.759861 ;2880 ;0.600000 ;10.300000 ;2.522076 ;4.200000
2009-03-04 ;0.934340 ;2880 ;-1.300000 ;3.500000 ;1.222218 ;0.400000
2009-03-05 ;1.805139 ;2880 ;-0.900000 ;3.800000 ;0.996411 ;2.300000
2009-03-06 ;4.433449 ;2879 ;2.900000 ;7.400000 ;1.216637 ;3.800000
2009-03-07 ;6.371632 ;2880 ;2.800000 ;12.700000 ;3.186538 ;5.100000
2009-03-08 ;7.896076 ;2880 ;1.000000 ;16.500000 ;4.687241 ;7.500000
2009-03-09 ;6.314375 ;2880 ;3.700000 ;8.500000 ;1.162759 ;6.200000
2009-03-10 ;5.890726 ;2879 ;1.800000 ;10.700000 ;2.717739 ;5.800000
2009-03-11 ;8.309205 ;2879 ;4.800000 ;12.600000 ;2.377583 ;7.600000
2009-03-12 ;7.940174 ;2880 ;2.400000 ;12.800000 ;3.226681 ;8.800000
2009-03-13 ;12.793887 ;2879 ;5.200000 ;21.200000 ;4.670629 ;13.000000
2009-03-14 ;10.323464 ;2881 ;5.100000 ;16.800000 ;3.457597 ;10.000000
2009-03-15 ;10.885868 ;2880 ;5.200000 ;16.100000 ;2.956423 ;10.600000
2009-03-16 ;10.738312 ;2879 ;5.700000 ;15.500000 ;2.931376 ;9.600000
2009-03-17 ;10.699548 ;2879 ;5.700000 ;16.000000 ;2.974623 ;10.000000
2009-03-18 ;12.040514 ;2878 ;5.800000 ;19.400000 ;4.128405 ;11.700000
2009-03-19 ;10.679236 ;2880 ;5.800000 ;15.700000 ;2.977462 ;10.400000
2009-03-20 ;4.997569 ;2880 ;0.800000 ;10.300000 ;2.919529 ;5.300000
2009-03-21 ;3.729063 ;2880 ;-1.200000 ;9.600000 ;3.150894 ;2.600000
2009-03-22 ;6.420312 ;2880 ;-1.700000 ;13.400000 ;4.576639 ;7.400000
2009-03-23 ;10.818103 ;2878 ;4.100000 ;19.600000 ;4.530421 ;10.000000
2009-03-24 ;5.879535 ;2883 ;3.500000 ;9.100000 ;1.540755 ;5.600000
2009-03-25 ;6.400174 ;2880 ;1.400000 ;11.800000 ;3.018126 ;7.000000
2009-03-26 ;9.401736 ;2880 ;4.200000 ;15.800000 ;3.187182 ;9.900000
2009-03-27 ;10.370000 ;2880 ;5.100000 ;16.700000 ;3.888234 ;9.100000
2009-03-28 ;5.531480 ;2878 ;3.400000 ;8.400000 ;1.354262 ;5.300000
2009-03-29 ;2.620645 ;2882 ;1.100000 ;4.200000 ;0.819925 ;2.400000
2009-03-30 ;6.016707 ;2879 ;1.700000 ;10.800000 ;2.803498 ;6.000000
2009-03-31 ;9.723819 ;2880 ;2.700000 ;16.400000 ;3.848332 ;9.700000
2009-04-01 ;6.121840 ;2880 ;3.100000 ;11.300000 ;2.597032 ;5.300000
2009-04-02 ;5.257549 ;2881 ;2.300000 ;10.300000 ;2.590221 ;5.000000
2009-04-03 ;7.601807 ;2878 ;3.200000 ;12.100000 ;2.736079 ;7.800000
2009-04-04 ;10.793613 ;2881 ;2.900000 ;16.800000 ;4.109664 ;11.600000
2009-04-05 ;10.948525 ;2881 ;6.700000 ;17.500000 ;3.291073 ;9.400000
2009-04-06 ;10.363403 ;2880 ;6.000000 ;16.300000 ;2.666770 ;9.500000
2009-04-07 ;9.470754 ;2879 ;6.200000 ;12.700000 ;1.890471 ;9.200000
2009-04-08 ;9.266146 ;2880 ;6.800000 ;12.500000 ;1.777020 ;8.500000
2009-04-09 ;10.879556 ;2881 ;6.700000 ;15.500000 ;2.716666 ;10.300000
2009-04-10 ;12.314479 ;2880 ;8.500000 ;17.000000 ;2.598065 ;11.200000
2009-04-11 ;10.771518 ;2879 ;9.400000 ;13.600000 ;0.760999 ;10.600000
2009-04-12 ;10.233356 ;2881 ;6.200000 ;14.400000 ;1.889181 ;10.700000
2009-04-13 ;13.101494 ;2879 ;6.400000 ;19.200000 ;3.947376 ;13.200000
2009-04-14 ;13.508576 ;2880 ;8.300000 ;19.000000 ;3.165944 ;12.500000
2009-04-15 ;10.400660 ;2880 ;4.700000 ;15.700000 ;2.639159 ;9.900000
2009-04-16 ;4.630118 ;2882 ;0.400000 ;9.900000 ;2.600940 ;3.800000
2009-04-17 ;6.307468 ;2879 ;3.100000 ;13.100000 ;2.918752 ;5.100000
2009-04-18 ;7.011906 ;2881 ;2.400000 ;14.200000 ;3.269212 ;6.000000
2009-04-19 ;7.653544 ;2878 ;3.600000 ;13.200000 ;2.913153 ;6.600000
2009-04-20 ;7.156458 ;2880 ;3.900000 ;13.200000 ;2.337415 ;6.500000
2009-04-21 ;9.499896 ;2881 ;3.700000 ;18.400000 ;4.503347 ;10.000000
2009-04-22 ;15.012361 ;2880 ;8.900000 ;20.700000 ;3.741802 ;15.100000
2009-04-23 ;16.451858 ;2879 ;11.700000 ;22.400000 ;3.630734 ;15.000000
2009-04-24 ;10.854946 ;2881 ;6.900000 ;15.900000 ;2.550095 ;10.200000
2009-04-25 ;12.290865 ;2879 ;7.200000 ;17.800000 ;3.377679 ;12.800000
2009-04-26 ;7.731875 ;2880 ;6.600000 ;9.000000 ;0.410392 ;7.800000
2009-04-27 ;7.913056 ;2880 ;5.000000 ;11.000000 ;1.669232 ;7.600000
2009-04-28 ;10.002639 ;2880 ;5.100000 ;14.800000 ;3.119491 ;9.700000
2009-04-29 ;8.128081 ;2881 ;2.800000 ;13.300000 ;3.429345 ;8.500000
2009-04-30 ;11.408229 ;2880 ;6.200000 ;17.600000 ;3.503584 ;11.300000
2009-05-01 ;13.708924 ;2880 ;6.600000 ;19.900000 ;4.140014 ;13.800000
2009-05-02 ;15.929350 ;2879 ;9.800000 ;22.200000 ;3.964125 ;15.400000
2009-05-03 ;13.837778 ;2880 ;9.600000 ;19.900000 ;2.979803 ;12.800000
2009-05-04 ;13.261111 ;2880 ;9.000000 ;20.000000 ;3.286589 ;11.900000
2009-05-05 ;13.083235 ;2881 ;7.500000 ;18.700000 ;3.408014 ;12.200000
2009-05-06 ;15.622986 ;2880 ;9.100000 ;22.400000 ;4.403078 ;14.700000
2009-05-07 ;15.797257 ;2880 ;10.800000 ;22.600000 ;3.632372 ;14.400000
2009-05-08 ;15.454703 ;2881 ;11.100000 ;19.500000 ;2.586670 ;15.900000
2009-05-09 ;15.406915 ;2878 ;10.700000 ;20.300000 ;2.844249 ;15.200000
2009-05-10 ;13.923785 ;2880 ;9.400000 ;18.700000 ;2.234177 ;13.700000
2009-05-11 ;16.177126 ;2881 ;11.600000 ;20.700000 ;2.763515 ;16.300000
2009-05-12 ;17.880174 ;2880 ;13.600000 ;21.300000 ;1.770493 ;17.800000
2009-05-13 ;16.896979 ;2880 ;14.000000 ;22.300000 ;2.320773 ;16.200000
2009-05-14 ;13.419653 ;2880 ;9.100000 ;18.500000 ;2.647752 ;13.600000
2009-05-15 ;8.276848 ;2881 ;7.100000 ;9.300000 ;0.404198 ;8.200000
2009-05-16 ;13.611319 ;2880 ;5.700000 ;20.400000 ;5.171610 ;14.200000
2009-05-17 ;16.033264 ;2880 ;12.400000 ;20.800000 ;2.523236 ;15.200000
2009-05-18 ;16.307708 ;2880 ;11.000000 ;21.400000 ;3.091796 ;15.900000
2009-05-19 ;17.999027 ;2879 ;12.300000 ;23.800000 ;3.859541 ;17.700000
2009-05-20 ;19.064549 ;2880 ;12.800000 ;25.900000 ;3.925506 ;18.300000
2009-05-21 ;20.028938 ;2882 ;13.800000 ;24.200000 ;2.723204 ;19.700000
2009-05-22 ;21.049739 ;2879 ;17.200000 ;24.600000 ;1.946484 ;21.200000
2009-05-23 ;21.492917 ;2880 ;15.100000 ;28.300000 ;3.635230 ;21.400000
2009-05-24 ;24.076250 ;2880 ;18.800000 ;29.200000 ;2.943097 ;23.000000
2009-05-25 ;23.014271 ;2880 ;18.000000 ;27.500000 ;2.439853 ;22.200000
2009-05-26 ;18.607535 ;2880 ;14.400000 ;22.100000 ;2.035112 ;18.900000
2009-05-27 ;17.640694 ;2880 ;11.500000 ;23.600000 ;3.642021 ;16.400000
2009-05-28 ;18.173229 ;2880 ;12.400000 ;23.900000 ;3.637010 ;17.700000
2009-05-29 ;19.257044 ;2882 ;13.100000 ;24.500000 ;3.644142 ;19.600000
2009-05-30 ;16.732083 ;2880 ;13.000000 ;20.600000 ;2.365014 ;16.900000
2009-05-31 ;12.782633 ;2879 ;9.100000 ;17.400000 ;1.841071 ;12.700000
2009-06-01 ;11.718229 ;2880 ;8.600000 ;20.500000 ;3.235947 ;10.500000
2009-06-02 ;16.524028 ;2880 ;9.000000 ;22.200000 ;4.456371 ;17.600000
2009-06-03 ;19.493819 ;2880 ;13.900000 ;24.900000 ;3.370031 ;18.900000
2009-06-04 ;19.051389 ;2880 ;13.400000 ;25.300000 ;3.604867 ;18.400000
2009-06-05 ;15.346840 ;2880 ;11.900000 ;18.400000 ;1.460809 ;15.400000
2009-06-06 ;13.570938 ;2880 ;9.400000 ;18.300000 ;2.665616 ;12.800000
2009-06-07 ;14.332778 ;2880 ;6.800000 ;19.700000 ;4.183950 ;15.200000
2009-06-08 ;14.056076 ;2880 ;9.500000 ;19.100000 ;2.800479 ;13.600000
2009-06-09 ;12.449201 ;2880 ;5.200000 ;18.800000 ;3.405112 ;12.100000
2009-06-10 ;15.594861 ;2880 ;8.700000 ;21.800000 ;4.004483 ;15.600000
2009-06-11 ;18.229979 ;2882 ;11.200000 ;23.100000 ;3.744957 ;18.800000
2009-06-12 ;20.590069 ;2880 ;13.800000 ;26.800000 ;4.137881 ;21.000000
2009-06-13 ;22.148507 ;2880 ;15.700000 ;29.700000 ;4.354365 ;21.700000
2009-06-14 ;21.154375 ;2880 ;16.100000 ;27.200000 ;3.271348 ;20.500000
2009-06-15 ;20.991560 ;2879 ;15.000000 ;27.700000 ;4.012878 ;20.100000
2009-06-16 ;22.302465 ;2880 ;16.800000 ;27.300000 ;3.145700 ;21.900000
2009-06-17 ;21.744271 ;2880 ;15.700000 ;28.700000 ;3.914177 ;20.000000
2009-06-18 ;22.646979 ;2880 ;15.700000 ;28.800000 ;4.021355 ;22.100000
2009-06-19 ;21.947431 ;2880 ;14.000000 ;27.900000 ;3.633619 ;22.300000
2009-06-20 ;16.846076 ;2880 ;12.200000 ;22.800000 ;3.414395 ;15.700000
2009-06-21 ;16.893819 ;2880 ;11.600000 ;22.600000 ;3.405460 ;16.500000
2009-06-22 ;16.398507 ;2880 ;11.900000 ;21.500000 ;3.194134 ;16.500000
2009-06-23 ;16.379861 ;2880 ;9.400000 ;22.800000 ;4.053715 ;16.200000
2009-06-24 ;19.790590 ;2880 ;12.900000 ;26.000000 ;4.087770 ;19.600000
2009-06-25 ;20.708056 ;2880 ;16.400000 ;27.300000 ;3.315732 ;20.000000
2009-06-26 ;20.555729 ;2880 ;15.500000 ;26.500000 ;3.514162 ;19.800000
2009-06-27 ;20.333507 ;2880 ;15.700000 ;26.100000 ;3.401390 ;19.900000
2009-06-28 ;21.304410 ;2880 ;14.700000 ;27.000000 ;3.968501 ;20.700000
2009-06-29 ;21.290180 ;2882 ;14.600000 ;28.600000 ;3.891834 ;19.900000
2009-06-30 ;20.887604 ;2880 ;13.500000 ;28.100000 ;4.053941 ;21.100000
2009-07-01 ;20.986493 ;2880 ;15.200000 ;29.200000 ;3.803906 ;19.800000
2009-07-02 ;21.306771 ;2880 ;14.500000 ;28.300000 ;3.985402 ;21.300000
2009-07-03 ;23.577986 ;2880 ;16.300000 ;29.100000 ;3.922338 ;23.300000
2009-07-04 ;24.037882 ;2880 ;19.700000 ;30.000000 ;3.160591 ;23.100000
2009-07-05 ;22.348958 ;2880 ;16.600000 ;30.000000 ;3.862783 ;21.400000
2009-07-06 ;21.942326 ;2880 ;16.900000 ;27.500000 ;3.469911 ;21.500000
2009-07-07 ;20.192917 ;2880 ;14.800000 ;24.600000 ;2.756884 ;20.100000
2009-07-08 ;17.838472 ;2880 ;12.400000 ;23.500000 ;3.404210 ;17.650000
2009-07-09 ;18.749965 ;2880 ;14.100000 ;24.300000 ;3.306941 ;18.500000
2009-07-10 ;18.040451 ;2880 ;13.200000 ;24.700000 ;3.525973 ;17.100000
2009-07-11 ;19.310278 ;2880 ;12.400000 ;25.700000 ;4.234438 ;19.900000
2009-07-12 ;21.307604 ;2880 ;15.100000 ;29.000000 ;4.762241 ;19.700000
2009-07-13 ;20.251111 ;2880 ;13.700000 ;29.600000 ;5.178916 ;18.900000
2009-07-14 ;22.555101 ;2882 ;14.600000 ;29.900000 ;4.939083 ;22.500000
2009-07-15 ;22.001597 ;2880 ;15.600000 ;28.400000 ;3.927751 ;21.400000
2009-07-16 ;23.989653 ;2880 ;16.600000 ;32.000000 ;5.021196 ;23.600000
